id,ts,key,value,beauty_salon_id
35055,2023-10-10 04:46:18,Price Range,Average,88912
35056,2023-10-10 04:46:18,By Appointment Only,Yes,88912
36055,2023-10-10 05:32:33,Price Range,Average,88996
37583,2023-10-10 06:49:58,Wheelchair Accessible,Yes,89480
37584,2023-10-10 06:49:58,Parking,"Garage, Street, Lot, Private",89480
37585,2023-10-10 06:49:58,Bike Parking,Yes,89480
37586,2023-10-10 06:49:58,By Appointment Only,Yes,89480
48757,2023-10-10 15:38:09,Price Range,Average,93539
48758,2023-10-10 15:38:09,By Appointment Only,Yes,93539
52628,2023-10-10 18:27:00,Parking,"Street, Self",94485
52629,2023-10-10 18:27:00,Wheelchair Accessible,Yes,94485
52630,2023-10-10 18:27:00,Price Range,Average,94485
52631,2023-10-10 18:27:00,Bike Parking,Yes,94485
52632,2023-10-10 18:27:00,By Appointment Only,Yes,94485
52857,2023-10-10 18:35:05,Parking,Street,94503
52858,2023-10-10 18:35:05,Wheelchair Accessible,No,94503
52859,2023-10-10 18:35:05,Price Range,Average,94503
52860,2023-10-10 18:35:05,By Appointment Only,Yes,94503
53951,2023-10-10 19:55:20,Parking,"Street, Self",94730
57618,2023-10-11 00:33:15,By Appointment Only,Yes,96705
58085,2023-10-11 01:18:01,Parking,"Lot, Private",96984
58086,2023-10-11 01:18:01,Bike Parking,Yes,96984
58087,2023-10-11 01:18:01,Price Range,Average,96984
58088,2023-10-11 01:18:01,By Appointment Only,No,96984
61080,2023-10-11 05:38:51,Bike Parking,Yes,97876
61081,2023-10-11 05:38:51,Wheelchair Accessible,Yes,97876
61082,2023-10-11 05:38:51,By Appointment Only,Yes,97876
61083,2023-10-11 05:38:51,Parking,"Lot, Self, On Site, Free",97876
61088,2023-10-11 05:39:10,Bike Parking,No,97878
61089,2023-10-11 05:39:10,Price Range,Below Average,97878
62102,2023-10-11 07:20:06,Parking,"Lot, Self, On Site, Free",98469
62103,2023-10-11 07:20:06,Bike Parking,Yes,98469
62104,2023-10-11 07:20:06,Wheelchair Accessible,Yes,98469
62105,2023-10-11 07:20:06,Price Range,Average,98469
62106,2023-10-11 07:20:06,By Appointment Only,Yes,98469
62107,2023-10-11 07:20:06,Services,Tattoo Removal,98469
68311,2023-10-11 10:51:26,Parking,"Self, Free",100074
68312,2023-10-11 10:51:26,Wheelchair Accessible,Yes,100074
68313,2023-10-11 10:51:26,Price Range,Average,100074
68314,2023-10-11 10:51:26,By Appointment Only,Yes,100074
71851,2023-10-11 13:00:29,Parking,Lot,100920
74413,2023-10-11 15:31:12,Bike Parking,Yes,101825
74414,2023-10-11 15:31:12,By Appointment Only,Yes,101825
74438,2023-10-11 15:31:53,Bike Parking,Yes,101833
74439,2023-10-11 15:31:53,Parking,"Lot, Private",101833
74440,2023-10-11 15:31:53,Wheelchair Accessible,No,101833
74441,2023-10-11 15:31:53,By Appointment Only,Yes,101833
77224,2023-10-11 17:43:26,Bike Parking,Yes,102903
77225,2023-10-11 17:43:26,Price Range,Below Average,102903
77226,2023-10-11 17:43:26,By Appointment Only,Yes,102903
77771,2023-10-11 18:00:34,Parking,"Lot, Self, Private",103075
77772,2023-10-11 18:00:34,Bike Parking,No,103075
77773,2023-10-11 18:00:34,Wheelchair Accessible,Yes,103075
77774,2023-10-11 18:00:34,Price Range,Average,103075
77775,2023-10-11 18:00:34,By Appointment Only,Yes,103075
77984,2023-10-11 18:15:01,Parking,"Lot, Private",103118
77985,2023-10-11 18:15:01,Wheelchair Accessible,Yes,103118
77986,2023-10-11 18:15:01,Price Range,Average,103118
77987,2023-10-11 18:15:01,By Appointment Only,Yes,103118
78587,2023-10-11 18:41:53,Parking,"Lot, Private",103404
78588,2023-10-11 18:41:53,Bike Parking,No,103404
78589,2023-10-11 18:41:53,Wheelchair Accessible,Yes,103404
78590,2023-10-11 18:41:53,By Appointment Only,Yes,103404
78591,2023-10-11 18:41:53,Services,Vein Treatments,103404
94266,2023-10-12 11:14:44,Parking,"Lot, Private",110905
94267,2023-10-12 11:14:44,Wheelchair Accessible,Yes,110905
94268,2023-10-12 11:14:44,Price Range,Average,110905
94269,2023-10-12 11:14:44,By Appointment Only,Yes,110905
94353,2023-10-12 11:20:01,Price Range,Average,110917
94354,2023-10-12 11:20:01,By Appointment Only,Yes,110917
96266,2023-10-12 13:19:33,Parking,"Lot, Private",111143
96267,2023-10-12 13:19:33,Wheelchair Accessible,Yes,111143
96268,2023-10-12 13:19:33,By Appointment Only,Yes,111143
96391,2023-10-12 13:23:23,Price Range,Average,111159
96392,2023-10-12 13:23:23,By Appointment Only,Yes,111159
103922,2023-10-12 20:27:18,Parking,"Lot, Private",112502
103923,2023-10-12 20:27:18,Bike Parking,Yes,112502
103924,2023-10-12 20:27:18,By Appointment Only,Yes,112502
108011,2023-10-12 23:22:14,Parking,"Lot, Private",113247
108012,2023-10-12 23:22:14,Bike Parking,No,113247
108013,2023-10-12 23:22:14,Wheelchair Accessible,Yes,113247
108014,2023-10-12 23:22:14,By Appointment Only,No,113247
108015,2023-10-12 23:22:14,Services,"Liposuction, Tattoo Removal",113247
110476,2023-10-13 02:49:21,Parking,Lot,114168
110477,2023-10-13 02:49:21,Wheelchair Accessible,Yes,114168
111707,2023-10-13 04:04:39,Wheelchair Accessible,Yes,114590
111708,2023-10-13 04:04:39,By Appointment Only,Yes,114590
115539,2023-10-13 08:21:06,Parking,Lot,116480
116939,2023-10-13 10:46:17,Parking,Lot,117236
118109,2023-10-13 12:04:41,Parking,"Lot, Private",118208
118110,2023-10-13 12:04:41,Bike Parking,No,118208
118111,2023-10-13 12:04:41,Wheelchair Accessible,Yes,118208
118112,2023-10-13 12:04:41,Price Range,Average,118208
118113,2023-10-13 12:04:41,By Appointment Only,Yes,118208
119273,2023-10-13 13:42:48,Bike Parking,Yes,119248
119274,2023-10-13 13:42:48,By Appointment Only,Yes,119248
119542,2023-10-13 13:55:22,Parking,Street,119330
119543,2023-10-13 13:55:22,Bike Parking,Yes,119330
119544,2023-10-13 13:55:22,Wheelchair Accessible,Yes,119330
119545,2023-10-13 13:55:22,Price Range,Average,119330
119546,2023-10-13 13:55:22,By Appointment Only,Yes,119330
120431,2023-10-13 15:12:34,Price Range,Average,119708
120432,2023-10-13 15:12:34,Wheelchair Accessible,Yes,119708
120433,2023-10-13 15:12:34,By Appointment Only,No,119708
120470,2023-10-13 15:18:31,Parking,"Lot, Private",119733
120471,2023-10-13 15:18:31,Bike Parking,No,119733
120472,2023-10-13 15:18:31,Wheelchair Accessible,Yes,119733
120473,2023-10-13 15:18:31,By Appointment Only,Yes,119733
691,2023-10-09 06:00:30,By Appointment Only,Yes,120379
1565,2023-10-09 06:14:45,Parking,"Street, Lot, Self, On Site, Free",121443
1566,2023-10-09 06:14:45,Wheelchair Accessible,Yes,121443
1567,2023-10-09 06:14:45,By Appointment Only,Yes,121443
1568,2023-10-09 06:14:45,Price Range,Average,121443
8901,2023-10-09 09:52:06,Parking,Garage,123051
8902,2023-10-09 09:52:06,Bike Parking,Yes,123051
8903,2023-10-09 09:52:06,Wheelchair Accessible,Yes,123051
8904,2023-10-09 09:52:06,Specialties,Dermatology,123051
8905,2023-10-09 09:52:06,By Appointment Only,Yes,123051
9337,2023-10-09 10:24:39,Parking,"Lot, Self, On Site, Free",123121
9338,2023-10-09 10:24:39,Wheelchair Accessible,Yes,123121
9339,2023-10-09 10:24:39,Price Range,Average,123121
9340,2023-10-09 10:24:39,By Appointment Only,Yes,123121
9432,2023-10-09 10:29:11,Bike Parking,Yes,123130
9433,2023-10-09 10:29:11,Parking,"Lot, Private",123130
9434,2023-10-09 10:29:11,Wheelchair Accessible,Yes,123130
9435,2023-10-09 10:29:11,By Appointment Only,Yes,123130
9436,2023-10-09 10:29:11,Price Range,Average,123130
10265,2023-10-09 10:59:56,Parking,Street,123401
10266,2023-10-09 10:59:56,Wheelchair Accessible,Yes,123401
10267,2023-10-09 10:59:56,Price Range,Average,123401
10268,2023-10-09 10:59:56,By Appointment Only,Yes,123401
10558,2023-10-09 11:15:25,Parking,"Lot, Self, On Site, Free",123530
10559,2023-10-09 11:15:25,Wheelchair Accessible,Yes,123530
10560,2023-10-09 11:15:25,By Appointment Only,Yes,123530
23109,2023-10-09 19:41:14,By Appointment Only,Yes,127050
25884,2023-10-09 21:47:24,By Appointment Only,Yes,128525
26091,2023-10-09 22:02:33,By Appointment Only,Yes,128619
30868,2023-10-10 01:16:46,By Appointment Only,Yes,129818
33713,2023-10-10 03:50:16,Parking,"Lot, Private",130604
33714,2023-10-10 03:50:16,Bike Parking,Yes,130604
33715,2023-10-10 03:50:16,Wheelchair Accessible,Yes,130604
33716,2023-10-10 03:50:16,By Appointment Only,No,130604
44216,2023-10-10 12:17:06,Parking,"Lot, Self, On Site, Free",132753
44217,2023-10-10 12:17:06,Wheelchair Accessible,Yes,132753
44542,2023-10-10 12:34:35,Parking,Private,132814
44543,2023-10-10 12:34:35,Wheelchair Accessible,Yes,132814
44544,2023-10-10 12:34:35,By Appointment Only,Yes,132814
50443,2023-10-10 17:03:04,Price Range,Average,133641
50444,2023-10-10 17:03:04,By Appointment Only,Yes,133641
55844,2023-10-10 22:21:37,Parking,Free,135035
55845,2023-10-10 22:21:37,Bike Parking,No,135035
55846,2023-10-10 22:21:37,Wheelchair Accessible,Yes,135035
55847,2023-10-10 22:21:37,Price Range,Average,135035
56036,2023-10-10 22:32:45,Parking,"Lot, Private",135136
56488,2023-10-10 23:26:28,Price Range,Average,135230
56489,2023-10-10 23:26:28,By Appointment Only,Yes,135230
59782,2023-10-11 04:03:37,Parking,Lot,136795
61740,2023-10-11 07:01:23,Parking,"Lot, Free",138028
63085,2023-10-11 08:00:07,Wheelchair Accessible,Yes,139411
63086,2023-10-11 08:00:07,Parking,"Lot, Private",139411
63087,2023-10-11 08:00:07,By Appointment Only,Yes,139411
63091,2023-10-11 08:00:25,Parking,"Garage, Street",139415
63092,2023-10-11 08:00:25,Bike Parking,No,139415
63093,2023-10-11 08:00:25,Takes Reservations,Yes,139415
63094,2023-10-11 08:00:25,Outdoor Seating,Yes,139415
64423,2023-10-11 08:44:37,Bike Parking,Yes,139968
64424,2023-10-11 08:44:37,Parking,"Lot, Private",139968
64425,2023-10-11 08:44:37,By Appointment Only,Yes,139968
64426,2023-10-11 08:44:37,Price Range,Below Average,139968
67084,2023-10-11 10:12:42,Parking,"Street, Lot, Self",140388
67085,2023-10-11 10:12:42,Wheelchair Accessible,Yes,140388
69340,2023-10-11 11:30:36,Bike Parking,Yes,140807
70873,2023-10-11 12:22:46,Parking,"Lot, Self, On Site, Free",141131
70874,2023-10-11 12:22:46,Wheelchair Accessible,Yes,141131
73599,2023-10-11 14:50:13,Parking,"Lot, Private",141969
73600,2023-10-11 14:50:13,Wheelchair Accessible,Yes,141969
73601,2023-10-11 14:50:13,By Appointment Only,Yes,141969
74558,2023-10-11 15:38:06,Parking,Free,142090
74559,2023-10-11 15:38:06,By Appointment Only,Yes,142090
74560,2023-10-11 15:38:06,Good for Kids,No,142090
76122,2023-10-11 16:56:34,Parking,Lot,142453
76123,2023-10-11 16:56:34,By Appointment Only,Yes,142453
80941,2023-10-11 22:33:28,Parking,Free,143294
80942,2023-10-11 22:33:28,Bike Parking,Yes,143294
80943,2023-10-11 22:33:28,Price Range,Average,143294
80944,2023-10-11 22:33:28,By Appointment Only,No,143294
81451,2023-10-11 23:02:05,Price Range,Average,143353
81452,2023-10-11 23:02:05,Wheelchair Accessible,Yes,143353
81453,2023-10-11 23:02:05,Parking,"Validated, Valet",143353
81454,2023-10-11 23:02:05,Bike Parking,Yes,143353
81455,2023-10-11 23:02:05,By Appointment Only,Yes,143353
81811,2023-10-11 23:36:20,Parking,"Lot, Private",143387
82645,2023-10-12 00:44:19,Parking,"Garage, Street",143482
82646,2023-10-12 00:44:19,Bike Parking,Yes,143482
88264,2023-10-12 06:38:09,Parking,"Lot, Free",144210
88265,2023-10-12 06:38:09,Price Range,Average,144210
88266,2023-10-12 06:38:09,By Appointment Only,Yes,144210
102568,2023-10-12 19:29:27,Parking,Free,147535
103764,2023-10-12 20:18:19,Bike Parking,No,147957
103765,2023-10-12 20:18:19,By Appointment Only,Yes,147957
107489,2023-10-12 23:05:42,Wheelchair Accessible,Yes,149426
107490,2023-10-12 23:05:42,Bike Parking,Yes,149426
108445,2023-10-12 23:40:07,Parking,"Lot, Private",150640
108446,2023-10-12 23:40:07,Wheelchair Accessible,Yes,150640
108447,2023-10-12 23:40:07,Price Range,Average,150640
108448,2023-10-12 23:40:07,By Appointment Only,Yes,150640
109804,2023-10-13 02:11:00,Specialties,"General Practice, Emergency Medicine",151439
109805,2023-10-13 02:11:00,Parking,Lot,151439
110902,2023-10-13 03:21:07,Price Range,Average,153542
110903,2023-10-13 03:21:07,Parking,"Lot, Private",153542
110904,2023-10-13 03:21:07,Bike Parking,Yes,153542
111901,2023-10-13 04:10:41,Specialties,"Extensions, African-American Hair, Perms, Curly Hair, Coloring, Kids' Hair",153849
111902,2023-10-13 04:10:41,Parking,On Site,153849
111903,2023-10-13 04:10:41,Bike Parking,No,153849
111904,2023-10-13 04:10:41,Wheelchair Accessible,Yes,153849
111905,2023-10-13 04:10:41,Price Range,Average,153849
111906,2023-10-13 04:10:41,By Appointment Only,Yes,153849
116540,2023-10-13 10:12:13,Parking,"Street, Self, Free",155634
116541,2023-10-13 10:12:13,Wheelchair Accessible,Yes,155634
116542,2023-10-13 10:12:13,Price Range,Average,155634
116543,2023-10-13 10:12:13,By Appointment Only,Yes,155634
118510,2023-10-13 12:27:06,Parking,"Self, On Site, Free, Private",157147
118511,2023-10-13 12:27:06,Wheelchair Accessible,Yes,157147
118807,2023-10-13 12:55:06,Parking,"Lot, Self, On Site, Free",157331
118808,2023-10-13 12:55:06,Wheelchair Accessible,Yes,157331
119053,2023-10-13 13:20:50,Parking,"Lot, Private",157558
119054,2023-10-13 13:20:50,Bike Parking,Yes,157558
120199,2023-10-13 14:47:57,Parking,"Lot, Private",159150
120200,2023-10-13 14:47:57,Wheelchair Accessible,No,159150
120201,2023-10-13 14:47:57,By Appointment Only,Yes,159150
123172,2023-10-13 21:25:22,Parking,Street,161695
123173,2023-10-13 21:25:22,Bike Parking,Yes,161695
123174,2023-10-13 21:25:22,By Appointment Only,No,161695
123175,2023-10-13 21:25:22,Price Range,Average,161695
123312,2023-10-13 21:31:26,Parking,Street,161750
123313,2023-10-13 21:31:26,Price Range,Average,161750
123314,2023-10-13 21:31:26,By Appointment Only,Yes,161750
123586,2023-10-13 21:40:09,Bike Parking,Yes,161871
123587,2023-10-13 21:40:09,Parking,"Street, Lot, Valet, Private",161871
123588,2023-10-13 21:40:09,Wheelchair Accessible,Yes,161871
123589,2023-10-13 21:40:09,By Appointment Only,No,161871
123590,2023-10-13 21:40:09,Specialties,"Extensions, Asian Hair, African-American Hair, Perms, Straight Perms, Curly Hair, Coloring, Kids' Hair",161871
124190,2023-10-13 22:32:55,Parking,"Street, Lot, Private",162085
124191,2023-10-13 22:32:55,Bike Parking,Yes,162085
124192,2023-10-13 22:32:55,Wheelchair Accessible,Yes,162085
124193,2023-10-13 22:32:55,Price Range,Average,162085
124194,2023-10-13 22:32:55,By Appointment Only,Yes,162085
124372,2023-10-13 22:38:26,Wheelchair Accessible,Yes,162124
124373,2023-10-13 22:38:26,By Appointment Only,Yes,162124
126397,2023-10-14 00:17:21,Services,Tattoo Removal,162588
126597,2023-10-14 00:23:55,Price Range,Average,162635
126911,2023-10-14 00:36:53,Parking,Street,162701
126912,2023-10-14 00:36:53,Bike Parking,Yes,162701
131518,2023-10-14 13:03:23,Bike Parking,Yes,164725
131519,2023-10-14 13:03:23,By Appointment Only,Yes,164725
133534,2023-10-14 20:15:04,Parking,Street,166228
133535,2023-10-14 20:15:04,Bike Parking,Yes,166228
133536,2023-10-14 20:15:04,Wheelchair Accessible,Yes,166228
133537,2023-10-14 20:15:04,Price Range,Average,166228
133538,2023-10-14 20:15:04,By Appointment Only,Yes,166228
134579,2023-10-14 21:28:28,Bike Parking,No,166629
134580,2023-10-14 21:28:28,Wheelchair Accessible,No,166629
134581,2023-10-14 21:28:28,Price Range,Above Average,166629
134582,2023-10-14 21:28:28,By Appointment Only,Yes,166629
135726,2023-10-14 22:59:38,Parking,Street,167245
135727,2023-10-14 22:59:38,Bike Parking,Yes,167245
135728,2023-10-14 22:59:38,Wheelchair Accessible,No,167245
135729,2023-10-14 22:59:38,By Appointment Only,Yes,167245
135757,2023-10-14 23:00:49,Parking,Street,167257
135758,2023-10-14 23:00:49,Bike Parking,Yes,167257
135759,2023-10-14 23:00:49,Wheelchair Accessible,Yes,167257
135760,2023-10-14 23:00:49,Price Range,Average,167257
135761,2023-10-14 23:00:49,By Appointment Only,No,167257
140020,2023-10-15 06:36:04,By Appointment Only,No,170582
140314,2023-10-15 07:20:15,By Appointment Only,Yes,170844
140433,2023-10-15 07:49:15,Parking,"Street, Lot, Self, On Site, Private",170905
140434,2023-10-15 07:49:15,Wheelchair Accessible,Yes,170905
140515,2023-10-15 08:06:52,Parking,Street,170931
140516,2023-10-15 08:06:52,By Appointment Only,Yes,170931
141534,2023-10-15 10:08:14,Price Range,Average,171289
141535,2023-10-15 10:08:14,Parking,Street,171289
141536,2023-10-15 10:08:14,Bike Parking,Yes,171289
141537,2023-10-15 10:08:14,By Appointment Only,No,171289
142101,2023-10-15 15:11:44,Parking,"Lot, Private",171851
142102,2023-10-15 15:11:44,Bike Parking,No,171851
142103,2023-10-15 15:11:44,Price Range,Average,171851
142104,2023-10-15 15:11:44,By Appointment Only,Yes,171851
142172,2023-10-15 15:37:00,Price Range,Average,171877
142173,2023-10-15 15:37:00,Wheelchair Accessible,Yes,171877
142174,2023-10-15 15:37:00,Parking,"Lot, Private",171877
142175,2023-10-15 15:37:00,By Appointment Only,Yes,171877
144292,2023-10-18 19:22:47,Bike Parking,Yes,173007
144293,2023-10-18 19:22:47,Price Range,Average,173007
144302,2023-10-18 19:23:48,Wheelchair Accessible,Yes,173017
144303,2023-10-18 19:23:48,Parking,"Lot, Private",173017
144304,2023-10-18 19:23:48,Bike Parking,Yes,173017
144911,2023-10-18 20:28:48,Parking,"Street, Free",173297
145417,2023-10-18 20:55:43,Parking,"Lot, Self, On Site, Free",173479
145418,2023-10-18 20:55:43,Bike Parking,No,173479
145419,2023-10-18 20:55:43,Wheelchair Accessible,Yes,173479
145420,2023-10-18 20:55:43,By Appointment Only,Yes,173479
146793,2023-10-18 23:58:28,Parking,"Lot, Self, On Site, Free",174617
149812,2023-10-19 04:33:42,Parking,"Street, Lot, On Site, Free",178643
149813,2023-10-19 04:33:42,Wheelchair Accessible,Yes,178643
150566,2023-10-19 05:53:24,Wheelchair Accessible,Yes,178985
150567,2023-10-19 05:53:24,By Appointment Only,Yes,178985
150664,2023-10-19 06:02:33,Parking,"Self, On Site, Free, Private",179023
150665,2023-10-19 06:02:33,Wheelchair Accessible,Yes,179023
150711,2023-10-19 06:05:34,Parking,"Lot, Private",179033
150712,2023-10-19 06:05:34,Wheelchair Accessible,Yes,179033
150713,2023-10-19 06:05:34,Price Range,Average,179033
150714,2023-10-19 06:05:34,Bike Parking,Yes,179033
150715,2023-10-19 06:05:34,By Appointment Only,Yes,179033
150927,2023-10-19 06:20:27,Parking,Lot,179086
151048,2023-10-19 06:47:16,Parking,Valet,179215
151049,2023-10-19 06:47:16,Wheelchair Accessible,Yes,179215
154226,2023-10-19 13:19:38,Parking,"Street, Self",182517
155695,2023-10-19 16:21:30,Parking,"Lot, Private",183313
155696,2023-10-19 16:21:30,Wheelchair Accessible,Yes,183313
155697,2023-10-19 16:21:30,By Appointment Only,Yes,183313
155947,2023-10-19 17:00:43,Parking,"Lot, Free",183451
155948,2023-10-19 17:00:43,Bike Parking,Yes,183451
155949,2023-10-19 17:00:43,Price Range,Average,183451
155950,2023-10-19 17:00:43,By Appointment Only,No,183451
155951,2023-10-19 17:00:43,Wheelchair Accessible,Yes,183451
158821,2023-10-20 10:06:44,Parking,"Lot, Private",187223
158822,2023-10-20 10:06:44,Wheelchair Accessible,No,187223
158823,2023-10-20 10:06:44,Price Range,Average,187223
158824,2023-10-20 10:06:44,By Appointment Only,Yes,187223
159645,2023-10-20 13:21:37,Parking,"Lot, Self, On Site, Free",188809
159646,2023-10-20 13:21:37,Wheelchair Accessible,Yes,188809
159647,2023-10-20 13:21:37,Bike Parking,Yes,188809
159648,2023-10-20 13:21:37,By Appointment Only,Yes,188809
161529,2023-10-20 20:12:07,Wheelchair Accessible,Yes,190598
161530,2023-10-20 20:12:07,By Appointment Only,Yes,190598
163408,2023-10-21 00:22:38,Wheelchair Accessible,Yes,191781
163409,2023-10-21 00:22:38,Parking,"Lot, Self, Free",191781
163410,2023-10-21 00:22:38,Bike Parking,Yes,191781
165247,2023-10-21 04:44:49,Wheelchair Accessible,Yes,192909
165248,2023-10-21 04:44:49,Parking,"Lot, Private",192909
165249,2023-10-21 04:44:49,Bike Parking,Yes,192909
165250,2023-10-21 04:44:49,By Appointment Only,No,192909
165550,2023-10-21 05:21:18,Parking,"Lot, Private",193114
165551,2023-10-21 05:21:18,Wheelchair Accessible,No,193114
165552,2023-10-21 05:21:18,Price Range,Average,193114
165553,2023-10-21 05:21:18,By Appointment Only,Yes,193114
166820,2023-10-21 09:35:16,Parking,"Self, Free",194241
166821,2023-10-21 09:35:16,Bike Parking,Yes,194241
166822,2023-10-21 09:35:16,By Appointment Only,Yes,194241
168379,2023-10-21 13:47:46,Parking,"Lot, Self, On Site, Free",195238
168380,2023-10-21 13:47:46,Wheelchair Accessible,Yes,195238
168381,2023-10-21 13:47:46,Price Range,Average,195238
168382,2023-10-21 13:47:46,By Appointment Only,Yes,195238
168583,2023-10-21 14:13:57,Parking,"Lot, Self, On Site, Free",195353
7442,2023-10-09 09:07:11,Wheelchair Accessible,Yes,203304
7443,2023-10-09 09:07:11,Bike Parking,No,203304
7444,2023-10-09 09:07:11,By Appointment Only,Yes,203304
7450,2023-10-09 09:07:21,Bike Parking,Yes,203305
7451,2023-10-09 09:07:21,Parking,"Garage, Street",203305
7452,2023-10-09 09:07:21,By Appointment Only,Yes,203305
7453,2023-10-09 09:07:21,Price Range,Below Average,203305
9312,2023-10-09 10:22:46,Parking,"Street, Lot, Private",203728
9313,2023-10-09 10:22:46,Wheelchair Accessible,Yes,203728
9314,2023-10-09 10:22:46,Price Range,Average,203728
9315,2023-10-09 10:22:46,By Appointment Only,Yes,203728
9822,2023-10-09 10:50:42,Wheelchair Accessible,Yes,203823
9823,2023-10-09 10:50:42,By Appointment Only,Yes,203823
10023,2023-10-09 10:53:23,Parking,"Garage, Street",203862
10024,2023-10-09 10:53:23,Bike Parking,Yes,203862
10025,2023-10-09 10:53:23,Wheelchair Accessible,"Wheelchair Accessible, Yes",203862
10026,2023-10-09 10:53:23,Price Range,Average,203862
10027,2023-10-09 10:53:23,By Appointment Only,Yes,203862
10061,2023-10-09 10:53:51,Parking,Street,203864
10062,2023-10-09 10:53:51,Bike Parking,No,203864
10063,2023-10-09 10:53:51,Wheelchair Accessible,No,203864
10064,2023-10-09 10:53:51,By Appointment Only,Yes,203864
10065,2023-10-09 10:53:51,Specialties,Dermatology,203864
10415,2023-10-09 11:12:40,Specialties,"Perms, Curly Hair, Coloring, Kids' Hair",203951
10416,2023-10-09 11:12:40,Bike Parking,Yes,203951
10417,2023-10-09 11:12:40,Wheelchair Accessible,No,203951
10418,2023-10-09 11:12:40,By Appointment Only,Yes,203951
10725,2023-10-09 11:19:17,Parking,"Garage, Self",204019
10726,2023-10-09 11:19:17,Wheelchair Accessible,Yes,204019
10727,2023-10-09 11:19:17,By Appointment Only,Yes,204019
19133,2023-10-09 17:17:30,Bike Parking,Yes,208217
19134,2023-10-09 17:17:30,By Appointment Only,Yes,208217
19135,2023-10-09 17:17:30,Price Range,Average,208217
26638,2023-10-09 22:15:40,Parking,"Lot, Private",210865
26639,2023-10-09 22:15:40,Bike Parking,Yes,210865
26640,2023-10-09 22:15:40,Price Range,Average,210865
26641,2023-10-09 22:15:40,By Appointment Only,Yes,210865
27080,2023-10-09 22:43:52,By Appointment Only,Yes,212083
33908,2023-10-10 03:57:23,Parking,"Lot, Self, Free, Private",218181
35172,2023-10-10 04:52:39,Parking,"Lot, Free",218539
35173,2023-10-10 04:52:39,Bike Parking,Yes,218539
35174,2023-10-10 04:52:39,Wheelchair Accessible,Yes,218539
35175,2023-10-10 04:52:39,By Appointment Only,Yes,218539
35224,2023-10-10 04:53:47,Parking,"Lot, Free",218546
35225,2023-10-10 04:53:47,Wheelchair Accessible,Yes,218546
35557,2023-10-10 05:02:23,Parking,"Lot, Free",218644
35558,2023-10-10 05:02:23,Wheelchair Accessible,Yes,218644
36210,2023-10-10 05:39:49,Parking,"Lot, Private",218761
36299,2023-10-10 05:41:47,Parking,"Lot, Private",218772
36300,2023-10-10 05:41:47,Bike Parking,Yes,218772
36301,2023-10-10 05:41:47,Wheelchair Accessible,Yes,218772
36302,2023-10-10 05:41:47,By Appointment Only,Yes,218772
36303,2023-10-10 05:41:47,Price Range,Average,218772
38399,2023-10-10 07:53:57,Parking,Lot,219463
40845,2023-10-10 09:22:40,Wheelchair Accessible,Yes,219916
41181,2023-10-10 09:31:17,Parking,"Lot, Free",219934
42294,2023-10-10 10:40:28,Parking,"Lot, Private",220140
42295,2023-10-10 10:40:28,Bike Parking,Yes,220140
42296,2023-10-10 10:40:28,Price Range,Average,220140
42297,2023-10-10 10:40:28,By Appointment Only,Yes,220140
43542,2023-10-10 11:36:49,Parking,"On Site, Free",220287
43543,2023-10-10 11:36:49,Wheelchair Accessible,Yes,220287
44713,2023-10-10 12:44:17,Parking,"Lot, Private",220474
44714,2023-10-10 12:44:17,Bike Parking,No,220474
44715,2023-10-10 12:44:17,By Appointment Only,Yes,220474
67635,2023-10-11 10:26:44,Parking,Lot,226666
67790,2023-10-11 10:29:49,Parking,"Self, On Site",226677
67791,2023-10-11 10:29:49,By Appointment Only,Yes,226677
69887,2023-10-11 11:48:56,Parking,"Lot, Private",227007
69888,2023-10-11 11:48:56,By Appointment Only,Yes,227007
70460,2023-10-11 12:07:52,Parking,Lot,227097
71449,2023-10-11 12:45:30,Parking,Street,227331
71450,2023-10-11 12:45:30,Wheelchair Accessible,No,227331
71451,2023-10-11 12:45:30,Price Range,Average,227331
71452,2023-10-11 12:45:30,By Appointment Only,Yes,227331
72294,2023-10-11 13:42:04,By Appointment Only,Yes,227610
72813,2023-10-11 14:12:42,Parking,"Lot, Private",227742
72814,2023-10-11 14:12:42,Wheelchair Accessible,Yes,227742
72815,2023-10-11 14:12:42,By Appointment Only,Yes,227742
73214,2023-10-11 14:31:47,Wheelchair Accessible,Yes,227814
73215,2023-10-11 14:31:47,By Appointment Only,Yes,227814
74064,2023-10-11 15:16:59,Wheelchair Accessible,Yes,228022
77358,2023-10-11 17:45:46,Parking,"Lot, Self, On Site, Free",229698
77359,2023-10-11 17:45:46,Wheelchair Accessible,Yes,229698
77389,2023-10-11 17:46:15,Parking,"Lot, Private",229702
77390,2023-10-11 17:46:15,Bike Parking,Yes,229702
77391,2023-10-11 17:46:15,Wheelchair Accessible,Yes,229702
77392,2023-10-11 17:46:15,By Appointment Only,Yes,229702
77393,2023-10-11 17:46:15,Services,"Liposuction, Tattoo Removal",229702
79584,2023-10-11 19:48:50,Parking,"Lot, Self, On Site, Free",230128
79585,2023-10-11 19:48:50,Wheelchair Accessible,Yes,230128
79586,2023-10-11 19:48:50,Price Range,Average,230128
79587,2023-10-11 19:48:50,By Appointment Only,Yes,230128
86407,2023-10-12 05:39:53,Parking,Lot,231618
86408,2023-10-12 05:39:53,Wheelchair Accessible,Yes,231618
