id,ts,title,_yf_slug,website,telephone,address,postal_code,latitude,longitude,email,opening_hours,description,brand,service_product,reviews,average_star
79978,2023-10-12 23:17:55,Electrology Clinic,/cupertino-ca/bpp/electrology-clinic-550490631,http://www.ieg.net,408-996-8969,"10301 S De Anza Blvd Ste 2, Cupertino, CA, 95014",95014,37.318638,-122.032555,,,,,,,
80418,2023-10-09 06:11:55,Addiction Salon,/san-francisco-ca/bpp/addiction-salon-1039826,http://www.addictionsalon.com,415-552-2190,"350 Alabama St, San Francisco, CA, 94110",94110,37.764847,-122.41252,,"""Tu-Fr 11:00-19:00"",""Sa 09:00-17:00""",,,Beauty Salons Hair Extensions Hair Removal Hair Replacement Hair Replacement Products,,
80621,2023-10-09 06:39:38,City Skin & Laser Clinic,/san-francisco-ca/bpp/city-skin-laser-clinic-18817340,http://www.citylaserclinic.com,415-362-5555,"111 Maiden Ln Ste 720, San Francisco, CA, 94108",94108,37.788036,-122.405464,rabdinova@yahoo.com,"""Mo-Th 09:30-20:00"",""Fr 09:30-19:00"",""Sa 09:00-16:00""","About UsCity Laser Clinic prides itself on keeping up with the latest technology and most expert staff in thedowntown area of San Francisco, California. The City Laser Clinic team is well known for its extensive skin rejuvenation and aesthetics care experience, and patients love getting customized advice about how to look and feel great from medical aesthetics experts.Some of the many advanced aesthetics services available at City Laser Clinic include laser hair removal, VI peel, PhotoFacial, microneedling, dermal fillers, Botox, Dysport, and more. The City Laser Clinic team understands how much physical appearance can affect self-esteem and overall wellness, so they make it easy to get personalized enhancement treatments without discomfort and downtime.The initial consultation at City Laser Clinic is always free, so patients can learn more about the different options that can help them achieve their goals without pressure. At this time, the City Laser Clinic team is welcoming new patients.",,,,
80664,2023-10-09 07:02:54,Urban Allure,/san-francisco-ca/bpp/urban-allure-3539268,http://www.urbanalluresf.com,415-399-1300,"230 California St, San Francisco, CA, 94111",94111,37.793446,-122.39925,info@urbanalluresf.com,"""Tu-Fr 10:00-19:00"",""Sa 09:00-14:00""",,,,,
80826,2023-10-09 07:42:41,Sofia Skin Care & Electrolysis Clinic,/san-francisco-ca/bpp/sofia-skin-care-electrolysis-clinic-15195143,http://www.sofiaskincare.com,415-824-2125,"3548 22nd St, San Francisco, CA, 94114",94114,37.75511,-122.42645,sofia@sofiaskincare.com,"""Mo-Fr 10:00-19:00"",""Sa 09:00-17:00""",,,,,
81252,2023-10-09 08:55:09,Dimitra's SkinCare & MediSpa,/san-francisco-ca/bpp/dimitras-skincare-medispa-13297431,https://www.dimitras.com,415-731-8080,"324 W Portal Ave, San Francisco, CA, 94127",94127,37.737778,-122.46966,info@dimitras.com,"""Mo-Th 10:00-19:00"",""Fr 09:00-18:00"",""Sa 09:00-16:00""","Dimitra's is devoted to providing our clients with the best in therapeutic facial and body treatments. Blending over twenty-five years of experience with the latest advances in esthetic techniques, Dimitra's has earned a unique reputation as San Francisco's premier specialty salon. Our Staff of superbly trained technicians invites you to enjoy our services in an atmosphere of calm and privacy. Our extensive menu provides an array of treatments that can be enjoyed individually or grouped together to create a relaxing day of beauty. Gift certificates are available.",,,,
81253,2023-10-09 08:55:15,"Teresa Saccheri, RE",/san-francisco-ca/bpp/teresa-saccheri-re-458975122,,415-931-1144,"3641 Sacramento St Ste G, San Francisco, CA, 94118",94118,37.787327,-122.45264,,"""Mo-Sa 00:00-18:00""",,,,,
81904,2023-10-09 10:12:56,Body Beautiful LLC,/farmington-mi/bpp/body-beautiful-llc-453978687,http://www.bodybeautifulllc.com,248-489-8400,"33130 W 12 Mile Rd, Farmington, MI, 48334",48334,42.49891,-83.37439,maria@bodybeautifulllc.com,"""Tu-Th 10:00-19:00"",""Fr-Sa 10:00-16:00""","At Body Beautiful we want our clients to feel not only welcome but very special when they walk through the door. We listen to every client's needs and create a skin care recipe for success, only performing procedures and recommending products that yield results. We strive to provide our clients with the highest quality of customer service in an inviting and relaxed environment. It is important that our clients are confident referring their friends and loved ones to our facility. At Body Beautiful your best interest is our business.",,At Body Beautiful LLC we offer a variety of Services: Electrolysis Laser Hair Removal Laser Genesis IPL Photo Facials Microdermabrasion A Variety of Chemical Peels Botox Laser Hair Removal Training We also carry SkinMedica and Obagi Physician Skin Care Products.,,
81915,2023-10-09 10:13:23,Beauty Kingdom,/west-bloomfield-mi/bpp/beauty-kingdom-473685965,http://www.beautykingdom1.com,248-757-2129,"7115 Orchard Lake Rd, West Bloomfield, MI, 48322",48322,42.5333,-83.36004,contact@beautykingdom1.com,"""Mo-Su 09:00-19:00""",,,,,
83165,2023-10-09 13:36:03,Weiler Vera L.E.,/san-francisco-ca/bpp/weiler-vera-l-e-2479722,http://veraweiler.com,415-931-0220,"2161 Union St # 2, San Francisco, CA, 94123",94123,37.79704,-122.4348,vera.weiler@gmail.com,"""Mo-Th 08:00-20:00"",""Sa 08:00-18:00""",,,,,
83520,2023-10-09 14:05:20,Chez Sylva Advanced Skin Care And Electrolisys,/san-francisco-ca/bpp/chez-sylva-advanced-skin-care-and-electrolisys-526496,,415-242-1100,"2676 Ocean Ave, San Francisco, CA, 94132",94132,37.73241,-122.47442,,,,,,,
83549,2023-10-09 14:14:49,Angelo Hair Styling Salon & Electrolysis,/san-francisco-ca/bpp/angelo-hair-styling-salon-electrolysis-2248104,http://angelodavid.com,415-431-5566,"3931 18th St, San Francisco, CA, 94114",94114,37.760975,-122.43131,,"""Mo-Sa 10:00-18:00""",,,,,
83571,2023-10-09 14:19:47,Fanyela's Continental Skin Care Clinic,/san-francisco-ca/bpp/fanyelas-continental-skin-care-clinic-10026207,,415-775-2926,"1686 Union St, San Francisco, CA, 94123",94123,37.798306,-122.42707,,,,,,,
83662,2023-10-09 14:40:48,Carmichael Judy Electrologist,/fresno-ca/bpp/carmichael-judy-electrologist-21949577,,559-230-2000,"5064 N Angus St, Fresno, CA, 93710",93710,36.809265,-119.77667,jcarmichael@judycarmichael.com,"""Mo-Fr 09:00-17:00""",,,Consultations Electrolysis Hair Removal,,
83818,2023-10-09 15:15:41,Body Beautiful,/farmington-hills-mi/bpp/body-beautiful-541044582,http://bodybeautifulllc.com,248-932-4300,"28552 Orchard Lake Rd, Farmington Hills, MI, 48334",48334,42.506664,-83.358826,contact@bodybeautifulllc.net,"""Tu 11:00-20:00"",""We-Th 10:00-18:00"",""Fr-Sa 10:00-16:00""",,,,,
83824,2023-10-09 15:16:49,Absolute Skin & Body Care Inc,/novi-mi/bpp/absolute-skin-body-care-inc-532670297,,248-305-3000,"44150 W 12 Mile Rd Ste 300, Novi, MI, 48377",48377,42.49562,-83.484055,,"""Mo-Th 10:00-19:30"",""Fr 10:00-17:00"",""Sa-Su 10:00-16:00""",,,,,
83967,2023-10-09 15:27:13,Smooth Skin Laser Hair Removal Center,/west-bloomfield-mi/bpp/smooth-skin-laser-hair-removal-center-496011175,https://smoothskinlasersolution.com,248-973-8971,"6346 Orchard Lake Rd, West Bloomfield, MI, 48322",48322,42.545177,-83.361015,,"""Mo-Fr 09:00-19:00"",""Sa-Su 09:00-17:00""",,,,,
83989,2023-10-09 15:27:41,Pure Laser Treatment Clinic,/farmington-hills-mi/bpp/pure-laser-treatment-clinic-465919950,https://purelaserusa.com,248-299-9200,"28499 Orchard Lake Rd, Farmington Hills, MI, 48334",48334,42.504467,-83.359085,laser4skin@gmail.com,"""Mo 09:00-21:00"",""Tu 09:00-18:00"",""We-Th 09:00-21:00"",""Fr 09:00-16:30"",""Sa 09:00-17:00""",,,,,
84527,2023-10-09 16:45:06,Satin Finish Electrolysis,/fresno-ca/bpp/satin-finish-electrolysis-451634981,http://georgewashington-history.com,559-261-2100,"524 W Vartikian Ave, Fresno, CA, 93704",93704,36.827972,-119.8018,debbicalvert@comcast.net,"""Mo-Fr 08:00-17:00""",,,,,
84604,2023-10-09 17:01:48,"McBride, Leslie",/fresno-ca/bpp/mcbride-leslie-11905111,,559-289-7457,"7043 N Cedar Ave, Fresno, CA, 93720",93720,36.83809,-119.75449,,,Serving Fresno Since 1983 Electrolysis • Thermolysis • Blend Permanent Cosmetics Sterile Disposable Instruments Private Office Evening Appointments Men • Women • Teens FREE CONSULTATION,,Consultations Electrology Electrolysis Eyebrows Eyeliner Lips Permanent Cosmetics Thermolysis,,
85817,2023-10-09 20:01:54,Norma J's Place,/sacramento-ca/bpp/norma-js-place-11319816,,916-451-5246,"3562 4th Ave, Sacramento, CA, 95817",95817,38.55019,-121.46789,normajchenderson@gmail.com,"""Mo-Fr 08:00-17:00""",,,,,
85895,2023-10-09 20:12:11,PHR Centers,/plymouth-mi/bpp/phr-centers-563368495,https://www.phrcenters.com/?utm_source=Core70&utm_medium=organic&utm_campaign=WebsiteURL,734-207-7770,"47235 Five Mile Rd, Plymouth, MI, 48170",48170,42.39406,-83.50845,,"""Mo-Th 09:00-19:00"",""Fr-Sa 09:00-15:00""",,,,,
87017,2023-10-09 22:45:21,Sugarlillies Sugaring & Brow Studio,/sacramento-ca/bpp/sugarlillies-sugaring-brow-studio-542146287,https://www.sugarlillies.com,916-798-3818,"530 Pavilions Ln Ste 113, Sacramento, CA, 95825",95825,38.575073,-121.410095,info@sugarlillies.com,"""We 09:00-16:30"",""Th 09:00-04:30"",""Fr-Sa 09:00-16:30""",,,,,
87190,2023-10-09 23:35:41,Fulton Court Electrolysis,/sacramento-ca/bpp/fulton-court-electrolysis-456829374,https://www.citizensbusinesscenter.com,916-489-9019,"2740 Fulton Ave Ste 117, Sacramento, CA, 95821",95821,38.61497,-121.40123,,"""Mo-Fr 09:00-17:00""",,,,,
87292,2023-10-09 23:54:55,Electrology & Esthetics,/sacramento-ca/bpp/electrology-esthetics-461704593,,916-483-3193,"2500 Marconi Ave, Sacramento, CA, 95821",95821,38.617893,-121.40307,,"""Mo-Fr 12:30-18:30"",""Sa 11:00-14:00""","A company Sacramento, CA, that specializes in Electrolysis, Beauty Salons.",,,,
87396,2023-10-10 00:13:12,Chez Nazee,/carmichael-ca/bpp/chez-nazee-2627921,,916-972-1111,"1828 Walnut Ave, Carmichael, CA, 95608",95608,38.598198,-121.34585,cheznazee@aol.com,"""Tu-Sa 08:00-19:00""","Experience a noticeable improvement in your overall appearance. Come in to Chez Nazee, and let us provide you with quality services that are sure to enhance your look and be a relaxing experience. We have over 22 years of experience in beauty and skin care, so you can rest assured that you will be in good hands with us!Owner Mahnaz Nasseri founded Chez Nazee in an effort to provide the community with expert services in a caring environment. In addition to her extensive knowledge in beauty and skin care, she is also a licensed realtor. Chez Nazee houses two full-time hairdressers, a manicurist and a massage therapist. We proudly serve the entire surrounding community and all ages, starting from age 12 up to 90 years old. In other words... We Please Everyone!",,,,
87567,2023-10-10 00:39:28,Carol Leong Electrolysis & European Skin Care,/gold-river-ca/bpp/carol-leong-electrolysis-european-skin-care-474362896?lid=1001433804900,http://carolleongelectrolysis.com,916-853-8533,"11201 Gold Express Dr Ste 230, Gold River, CA, 95670",95670,38.623077,-121.2655,jeanssk8@comcast.net,"""Mo-Fr 08:00-17:00""","Hello, my name is Carol Leong. I look forward to meeting you and welcoming you to my office. I'll work one-on-one with you in a very comfortable and personal setting assisting you with all your skin care needs. I'll also be explaining how I can help you look your best based on over 20 years experience as a professional electrologist and esthetician. I offer you a complimentary consultation to explain the working application of the procedure you have chosen be it Electrolysis or Microdermabrasion. Your questions will be answered efficiently and thoroughly. The work is performed in a quiet setting with soft music. Having the latest equipment, I am able to facilitate my work in an efficient and safe manner for your best service.",,"Electrolysis, Hair Removal, Microdermabrasion, Clinical Skin Care, Consultations, Chin, Neck, Upper Lip, Eyebrows, Forehead, Underarms, Ears, Chest, Stomach, Lower Torso, Ingrown Hairs, Topical Anesthesia",,
87732,2023-10-10 00:51:03,"Victoria's Hair Design & Electrology - Located Near T & 36th Sts, Sacramento",/nationwide/bpp/victorias-hair-design-electrology-located-near-t-36th-sts-sacramento-6956926,http://www.victoriashair.com,916-455-1205,,,,,suzan@victoriashairsalon.com,"""Mo-Fr 09:00-17:00""","The salon has a cozy and relaxing environment with lots of windows and situated in the midst of a colorful garden. Near T & 36th Street in Sacramento, within walking distance from UCD and Shriner’s with easy parking too. Victoria has been in business 30+ years and is a fully licensed Cosmetologist and Electrologist registered with the State of California. The salon is also fully permitted by the City of Sacramento",,,,
87818,2023-10-10 01:06:59,Sparkle Electrolysis,/long-beach-ca/bpp/sparkle-electrolysis-481156202,,562-221-2224,"235 E Broadway Ste 414, Long Beach, CA, 90802",90802,33.769436,-118.18971,,"""Mo-Fr 09:00-20:00"",""Sa-Su 10:00-17:00""",We are open 7 days a week by appointment only. We offer free consultations. We gladly accept cash or check. (NO credit card please. ).,,We permanently remove ALL types of unwanted hair with the APILUS PLATINIM state of the ART electrolysis epilator. TRY US today. YOU will SEE the difference!.,,
88588,2023-10-10 03:36:37,American Laser Skincare,/long-beach-ca/bpp/american-laser-skincare-467165836,http://americanlaser.com,562-435-4526,"1045 Atlantic Ave Ste 1005, Long Beach, CA, 90813",90813,33.780197,-118.18521,,"""Mo-Fr 09:00-19:00"",""Sa 10:00-15:00"",""Su 10:00-14:00""",,,,,
88719,2023-10-10 04:04:08,Daniel & Co Hair Salon,/huntington-beach-ca/bpp/daniel-co-hair-salon-1637230,,714-840-5352,"16841 Algonquin St, Huntington Beach, CA, 92649",92649,33.717567,-118.05026,emily@feastandfetes.com,"""Tu-Fr 09:00-18:00"",""Sa 08:00-17:00""",,,,,
88912,2023-10-10 04:46:18,Marlyn Palmquist CPE,/san-pedro-ca/bpp/marlyn-palmquist-cpe-470921825,http://www.2behairfree.com,310-514-3377,"2403 S Moray Ave, San Pedro, CA, 90732",90732,33.724583,-118.31464,,,,,,,
88916,2023-10-10 04:47:06,Final Touch Electrology Clinic,/los-alamitos-ca/bpp/final-touch-electrology-clinic-12593349,http://www.finaltouchelectrology.com/Price-List---Directions.html,562-799-0714,"5010 Katella Ave, Los Alamitos, CA, 90720",90720,33.802826,-118.04528,finaltouchelectrology@gmail.com,"""Mo-Fr 09:00-17:00""",Specializing in permanent hair removal.,,,,
88996,2023-10-10 05:32:33,Total Illusion,/seal-beach-ca/bpp/total-illusion-7888685,https://totalillusion.net/products,562-431-7779,"1500 Pacific Coast Hwy Ste B, Seal Beach, CA, 90740",90740,33.74176,-118.09777,,"""Mo-Fr 09:00-17:00"",""Sa 09:00-14:00""","Come in and refresh. Reenergize your skin. Remove unsightly hair. Enjoy a nice massage and leave your worries behind. Electrolysis, Permanent Make-Up, Laser Hair Removal, Waxing, Body Contouring, Facials, Therapeutic Massage and Nail Care. After a day of beauty, you can relax on the beach.",,,,
89000,2023-10-10 05:34:41,Richard Merrill-Rivas,/artesia-ca/bpp/richard-merrill-rivas-530577636,http://www.richardmerrill.net,213-446-5514,"18300 Gridley Rd Ste 211, Artesia, CA, 90701",90701,33.865513,-118.090775,info@richardmerrill.net,"""Tu-Sa 09:00-22:00""",,,,,
89480,2023-10-10 06:49:58,South Bay Med Spa,/torrance-ca/bpp/south-bay-med-spa-496137460,https://www.southbaymedspa.com,310-974-6160,"23000 Crenshaw Blvd Ste 203, Torrance, CA, 90505",90505,33.81699,-118.32788,southbaymedspa@gmail.com,"""Mo-Fr 10:00-18:00""","At South Bay Med Spa of Torrance, Ca. our clinical staff members are licensed health care professionals that have developed expertise and specialization in aesthetic medicine. Our team members have all received advanced education, experience, and certificates in all of the products and procedures we offer. Our team specializes in minimally invasive and non-invasive medical aesthetic procedures. Your safety, health, and results are our TOP priority. We strive to deliver exemplary customer service in a relaxed and calming environment. Our team will spend time with you to define your aesthetic goals, help you understand your options on how to reach those goals, and address your concerns regarding comfort, time, and finances.",,,,
90462,2023-10-10 08:49:24,Image Electrolysis,/torrance-ca/bpp/image-electrolysis-497560061,http://imageelectrolysis.com,310-791-8385,"24255 Hawthorne Blvd Ste 201, Torrance, CA, 90505",90505,33.80284,-118.351364,imageelecytolysis@verizon.net,"""Tu-Fr 12:00-00:00"",""Sa 10:00-18:00""",Image electrolysis has been offering exceptional services in facial treatments. Micro DERMABRASIONS. Peels. & permanent hair removal for customers of ALL ethnicities successfully since MAY 2000.,,,3,5
91846,2023-10-10 11:24:50,Acosta Ignacio MD,/glendale-ca/bpp/acosta-ignacio-md-450977706?lid=1002106059648,http://www.espialaser.com,818-369-4455,"1808 Verdugo Blvd, Glendale, CA, 91208",91208,34.20552,-118.21527,npepitone@aol.com,"""Mo-Fr 09:00-17:00""","Laser Hair Removal - Vascular Lesions - Spider Veins - Brown Spots - Botox - Face Peels - Cosmetic Fillers, Juvederm, Latisse, Skin medica Peels, Cosmetic Sclerotherapy, Vivatia Skin Care, Dermapen.",,,,
92437,2023-10-10 12:28:22,Don Lorenzo Hair Design,/torrance-ca/bpp/don-lorenzo-hair-design-2319624,http://www.classicalballetla.com,310-325-7661,"3707 W 225th St, Torrance, CA, 90505",90505,33.82387,-118.349434,,,,,,,
93539,2023-10-10 15:38:09,Avenue Electrolysis,/oakland-ca/bpp/avenue-electrolysis-5540613,,510-658-1010,"4331 Piedmont Ave, Oakland, CA, 94611",94611,37.82959,-122.24846,c-kathryn@avenue-electrolysis.com,"""Tu-Fr 08:00-19:30"",""Sa 08:00-17:00"",""Su 08:00-19:30""",,,,,
94485,2023-10-10 18:27:00,Judy Porat Electrology,/berkeley-ca/bpp/judy-porat-electrology-10606859,http://www.jpelectrology.com,510-540-8687,"3030 Ashby Ave Ste 104, Berkeley, CA, 94705",94705,37.857952,-122.24444,judy@jpelectrology.com,"""Mo-Fr 08:00-17:00""",,,,,
94503,2023-10-10 18:35:05,A Light Touch,/berkeley-ca/bpp/a-light-touch-16430087?lid=1000895804763,http://www.dca.ca.gov/barber,510-595-4196,"3179 College Ave, Berkeley, CA, 94705",94705,37.85147,-122.25232,beckytaber@sbcglobal.net,,,,,,
94730,2023-10-10 19:55:20,Susan Parks LE,/alameda-ca/bpp/susan-parks-le-1107136,http://www.hair-be-gone.com,510-865-0900,"2447 Santa Clara Ave Ste 301, Alameda, CA, 94501",94501,37.764755,-122.24046,,"""Mo-We 13:30-19:00""",,,,,
96326,2023-10-10 23:54:46,LaserAway,/san-francisco-ca/bpp/laseraway-546076094,https://www.laseraway.com/locations/ca/san-francisco-union-square,415-612-1785,"355 Sutter St, San Francisco, CA, 94108",94108,37.78939,-122.4061,contact@laseraway.com,"""Mo-Su 08:00-20:00""","The nation's leading aesthetic dermatology provider of laser hair removal, laser tattoo removal, and other dermatological services. LaserAway uses only the most advanced technology in a relaxing but sophisticated environment. Popular services offered include acne scar removal, non-invasive body contouring, dermal fillers, laser facials, lip injections, liquid facelifts, and photo facials. More specifically, LaserAway uses innovative dermatological products and technologies like Botox, Clear + Brilliant, VelaShape, Juvederm, Xeomin, and Thermage to achieve outstanding results.",,,,
96357,2023-10-11 00:03:35,Jeanne LaDeaux LE,/albany-ca/bpp/jeanne-ladeaux-le-461990866,http://ladeauxsanssouci.com,510-527-2367,"1248 Solano Ave, Albany, CA, 94706",94706,37.89041,-122.29403,,,,,,,
96534,2023-10-11 00:19:43,Diablo Regional Laser Center,/walnut-creek-ca/bpp/diablo-regional-laser-center-825134?lid=1000108732587,,925-932-6442,"1981 N Broadway Ste 270, Walnut Creek, CA, 94596",94596,37.90578,-122.061516,,"""Mo-Fr 08:30-19:00""","Diablo Regional Laser Center has provided clients in Walnut Creek and the surrounding communities with professional laser skin treatment services since 2003. Whether you are in need of laser hair removal, tattoo removal, age spots removal, brown spots removal or facial laser treatment, we are at your service. You can also come to us for treatment of rosacea and other skin conditions. Our licensed and certified practitioners operate top-of-the-line lasers to ensure effective treatments without scarring the skin.",,"Lasers Treat: Rosacea • Angiomas (raised red dot-like growths) • Redness (face, neck, and chest) • Red and Brown Birthmarks • Collagen • Scars • Spider Veins • Keratosis Sebaceous Gland Hyperpasia • Brown Spots • Freckles • Hair Removal (all nationalities) • Hyperpigmentation • Warts (hands, feet, legs, and arms) • Multiple Colors of Tattoos • Accidental Tattoos (asphalt, stains, and debris) • Cosmetic Tattoos (eyebrow and eyeliner) • Nevus of Ota (black birthmark) • Pseudofolliculitis Barbae (irritation from ingrown hair) • Poikiloderma of Cervate (sun damage) • Medication Stain (from minocycline)",,
96705,2023-10-11 00:33:15,Kunde Theresa,/lafayette-ca/bpp/kunde-theresa-5325112,,925-962-9396,"1043 Stuart St Ste 160, Lafayette, CA, 94549",94549,37.895157,-122.10916,,"""Mo-Fr 10:00-19:00""",* Family & Cosmetic Dentistry * Call for Your Personalized Appointment! * New Patients Welcome,,,,
96940,2023-10-11 01:06:51,Aspen MedSpa,/lafayette-ca/bpp/aspen-medspa-2428086,,925-283-6975,"3579 Mt Diablo Blvd, Lafayette, CA, 94549",94549,37.891388,-122.12215,aspenmedspa@gmail.com,"""Mo-Sa 10:30-18:00""",,,,,
96984,2023-10-11 01:18:01,Italienne Salon at the Oaks,/bakersfield-ca/bpp/italienne-salon-at-the-oaks-462575488,http://www.italiennesalon.com,661-837-8003,"7950 White Ln Ste A, Bakersfield, CA, 93309",93309,35.31846,-119.09052,,"""Tu-Fr 09:00-18:00"",""Sa 09:00-16:00""",,,,,
96988,2023-10-11 01:22:10,Essentiels Spa,/bakersfield-ca/bpp/essentiels-spa-450977752,http://www.edayspas.com,661-654-0321,"9000 Ming Ave Ste K7, Bakersfield, CA, 93311",93311,35.339993,-119.1037,info@edayspas.com,"""Mo-Fr 08:00-20:00"",""Sa 08:00-18:00"",""Su 10:00-18:00""",,,"Day Spas, Skin Care, Beauty Salons, Nail Saolons",5,4.5
97588,2023-10-11 04:53:41,Cora the Electrologist,/bakersfield-ca/bpp/cora-the-electrologist-4954391,http://www.italiennesalon.com,661-837-8003,"7950 White Ln, Bakersfield, CA, 93309",93309,35.31846,-119.09052,,"""Mo-Fr 08:00-16:00""",,,,,
97876,2023-10-11 05:38:51,Mina Skin Care,/anaheim-ca/bpp/mina-skin-care-9488279,http://mimiscafe.com,714-776-6867,"1185 N Euclid St, Anaheim, CA, 92801",92801,33.84985,-117.941956,,"""Tu-Sa 09:30-18:00""",,,,,
97878,2023-10-11 05:39:10,CLASSIC TECHNIQUE ELECTROLYSIS,/anaheim-ca/bpp/classic-technique-electrolysis-457416059,http://www.classictechnique.com,714-323-3786,"1107 S Clarence St, Anaheim, CA, 92806",92806,33.821224,-117.8813,,"""Mo-Fr 09:00-17:00""","Classic Technique is Orange County's premier hair removal center. We have been in business for over 25 years, serving the people of Southern California. We can provide you with the results you are looking for with the only real permanent solution to unwanted hair. Experience Counts! With years of experience, we provide a virtually pain free procedure in a private setting to ensure your comfort.",,,,
98469,2023-10-11 07:20:06,Electrolysis By Janice,/fullerton-ca/bpp/electrolysis-by-janice-1531570,http://electrolysisbyjanice.com,714-526-0313,"432 W Commonwealth Ave, Fullerton, CA, 92832",92832,33.87016,-117.93268,janicebixler@gmail.com,"""Mo 09:00-19:00"",""Tu 10:00-21:00"",""We 10:00-19:00"",""Th 10:00-21:00"",""Fr 10:00-20:00"",""Sa 09:00-17:00""","Our new treatment room is open! Electrolysis by Janice is celebrating 35 years in business at the same Fullerton location with the addition of our 3rd treatment room! Please visit Janice for all of your hair removal needs!1st Time Customers, call (714) 526-0313 for a free 30 mins consultation! During your half hour consultation, we will explain the process of electrolysis and provide you a sample treatment. This will answer any important questions or concerns you may have about electrolysis permanent hair removal.We work with Kaiser Permanente Insurance Plans. Please call us to inquire about other insurance options.We now offer Microblade Services! Call (714) 526-0313 to schedule an appointment with Ambur!We are available 7 days a week by appointment. To learn more about our treatments and services, to arrange a free consultation, or to schedule an appointment, call us at (714) 526-0313, or use our contact form.",,Tattoo Removal,1,1
98488,2023-10-11 07:23:33,Full Spectrum Dermatology,/fullerton-ca/bpp/full-spectrum-dermatology-474731363?lid=1002106940457,http://www.fullspectrumdermatology.com,714-459-3722,"333 W Bastanchury Rd, Ste 110, Fullerton, CA, 92835",92835,33.893654,-117.932976,,"""Mo-Fr 07:00-17:00""","Full Spectrum Dermatology offers cosmetic dermatology, injectable, dermal fillers, laser services, and cancer treatment since 2002. Dr. William P. Baugh, MD, serves as the Medical Director and is board-certified by the American Board of Dermatology. Call us today for more information.",,,,
100074,2023-10-11 10:51:26,Hairs End Electrolysis And Permanent Cosmetics,/tustin-ca/bpp/hairs-end-electrolysis-and-permanent-cosmetics-5851022,,714-731-4737,"17772 Irvine Blvd, Tustin, CA, 92780",92780,33.748142,-117.82222,,"""Mo-Sa 09:00-21:00""",,,Electrolysis Eyebrows Permanent Cosmetics Permanent Eyeliner,,
100779,2023-10-11 12:37:08,Reflections Salon,/portage-mi/bpp/reflections-salon-557648958,https://www.reflectionsmedical.com/contact,855-307-2200,"212 W Milham Ave, Portage, MI, 49024",49024,42.230244,-85.59136,info@reflectionsmedical.com,,,,,,
100920,2023-10-11 13:00:29,Charisma & Associates Hair Salon,/portage-mi/bpp/charisma-associates-hair-salon-7245750,,269-342-8773,"1224 W Milham Ave, Portage, MI, 49024",49024,42.23021,-85.60376,brian@cherne.net,"""Tu 12:00-19:00"",""We-Fr 10:00-14:00"",""Sa 11:00-16:00""",,,,,
100928,2023-10-11 13:01:37,Clinical Electrology,/portage-mi/bpp/clinical-electrology-2746005,http://www.electrology.com,269-720-8551,"440 W Centre Ave, Portage, MI, 49024",49024,42.2011,-85.59446,,"""Tu-Fr 09:00-13:00,15:00-20:00"",""Sa 09:00-13:00""",,,"Electrolysis, Hair Removal, Skincare",,
101825,2023-10-11 15:31:12,B & J Electrolysis,/whittier-ca/bpp/b-j-electrolysis-459157352,,562-947-6818,"16262 Whittier Blvd Ste 15, Whittier, CA, 90603",90603,33.940308,-117.983284,,"""Tu-Th 08:00-19:00""","Tired of frequent shaving and waxing? Consider local hair removal in Whittier, CA using electrolysis. Sometimes other hair removal methods and products fail to get rid of unwanted hair and you're left with embarrassing skin bumps or returning problems. If you are ready for something more permanent, it's time to consult the hair removal experts at B & J Electrolysis to plan your options. Your hair removal specialist is available Tuesday through Thursday to address all of your hair removal concerns and questions in order to keep you informed about the entire process involved. You can feel at ease with this quality hair removal technician because she is very knowledgeable and experienced in what she does. With 35 years of hair removal experience in Whittier and 6 years of working for the owner of the electrolysis school she attended, Betty is well trained to provide you with beneficial electrolysis hair removal services anytime. She started her hair removal business in 1975 and she is licensed by the State of California to help you as soon as it is convenient. Betty is a professional hair removal provider who conducts all electrolysis hair removal sessions in very clean and private environments. She wears a facial mask, gloves, and uses disposable needles at all times. As a member of the Electrolysis Association of California and American Electrology Association, tis is one impressive hair removal leader who will take good care of you. For 100% customer satisfaction, Betty will continue being your helpful and excellent hair removal technician in town. Call B & J Electrolysis at 562-947-6818 for reliable hair removal in Whittier, CA today. Don't let another day go by where you have to hide your beautiful skin because of annoying hair issues. Services Choose B & J Electrolysis for the most effective hair removal solution that leaves you more comfortable with your body and exposing it whenever you want to. Call 562-947-6818 for the best hair removal in Whittier, CA",,Electrolysis Hair Removal,2,5
101833,2023-10-11 15:31:53,Huntington Skin Care & Electrolysis Center,/tustin-ca/bpp/huntington-skin-care-electrolysis-center-459700307,http://www.huntingtonskincare.com,949-642-3200,"17802 Irvine Blvd Ste 205, Tustin, CA, 92780",92780,33.748158,-117.82158,hsc@dslextreme.com,,"Electrolysis, ""The Only Permanent Way."" Rita Dietrich, California Licensed Esthetician/ Electrologist. Member of the American Electrology & California Electrologists' Association. Specializing in permanent hair removal & customized therapeutic deep cleansing facials. Over 20 years of experience. Member of the American Electrology Association .",,,,
102170,2023-10-11 16:36:46,Karen's Place,/la-habra-ca/bpp/karens-place-9524982,http://www.misskarensplace.com,562-694-1234,"221 W Whittier Blvd, La Habra, CA, 90631",90631,33.939297,-117.94746,,"""Mo-Tu 09:00-18:00"",""Th-Fr 09:00-18:00"",""Sa 09:00-16:30""",,,,,
